id,drug,routes,label_rules,structured_rules,notes_from_extraction,dailymed_url,current_status,current_reviewer,decision,reviewer,review_date,notes
diazepam:ORAL,Diazepam,ORAL,All values: Renal impairment: Impaired renal function: toxic reactions may be more likely take care in dose selection; label gives no specific amount,,Metabolites are substantially excreted by the kidney.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01f04ee4-fff9-499a-8213-984e16368084,draft,,,,,
diazepam:IV,Diazepam,IV,All values: Renal impairment: Compromised kidney function: use with caution to avoid metabolite accumulation label gives no specific dose reduction,,Metabolites are excreted by the kidney.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1632f040-3b2c-43da-a42f-f2baf5ec778a,draft,,,,,
tizanidine:ORAL,Tizanidine,ORAL,">= 25: Adult dosing: Usual dose no renal adjustment stated for CrCl ≥ 25 mL/min
< 25: Renal insufficiency: Use with caution; reduce individual doses during titration CrCl < 25 mL/min",,"Clearance is reduced by more than 50% with CrCl below 25 mL/min, prolonging the clinical effect.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03fa03a6-fd05-4f17-872a-3c123330935d,draft,,,,,
mirtazapine:ORAL,Mirtazapine,ORAL,All values: Renal impairment: Moderate to severe renal impairment: clearance is reduced use with caution; label gives no specific amount,,The label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f19ab40-1a30-4ac2-9bd7-c2f8199e29e1,draft,,,,,
indomethacin:ORAL,Indomethacin,ORAL,All values: Renal impairment: Advanced renal disease: avoid unless benefits outweigh the risk of worsening renal function monitor renal function,,The label gives no CrCl threshold for advanced renal disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=009097a5-2c1e-4f5d-8054-896cf896cb3d,draft,,,,,
oxybutynin:ORAL,Oxybutynin,ORAL,All values: Renal impairment: Renal impairment: not studied use with caution,,No studies in renal impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f95920c-5dc2-44e4-b61d-b2c5e05390ba,draft,,,,,
losartan-and-hydrochlorothiazide:ORAL,Losartan and Hydrochlorothiazide,ORAL,">= 30: CrCl ≥ 30 mL/min: Usual dose; monitor renal function and potassium no renal dose change stated
< 30: Severe renal impairment: Safety and effectiveness not established CrCl < 30 mL/min",,Monitor renal function and potassium in susceptible patients.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03c0ec8d-9daf-43e8-8a4e-a2ddc3573ca7,draft,,,,,
epinephrine:IV,Epinephrine,IV,All values: Renal impairment: Constricts renal blood vessels; oliguria or renal impairment may result monitor renal function,,The label gives no renal dose adjustment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0172280c-f7d6-4613-9dbd-f94d3ae5825a,draft,,,,,
vancomycin:ORAL,Vancomycin,ORAL,All values: Renal impairment: Monitor renal function during and after treatment no renal dose adjustment in the label,,"Oral vancomycin label; monitor renal function, especially in patients over 65.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=127d95d1-8070-41ac-8343-3168b0cf1312,draft,,,,,
morphine:ORAL,Morphine,ORAL,All values: Renal impairment: Impaired renal function: adverse reactions may be more likely use caution; start at the low end of the dosing range,,Morphine is substantially excreted by the kidney.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a,draft,,,,,
morphine:IV,Morphine,IV,All values: Renal impairment: Renal failure: morphine pharmacokinetics are altered use caution; titrate to effect,,The label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1034467f-d436-4b87-a902-c7e8885daa8a,draft,,,,,
etodolac:ORAL,Etodolac,ORAL,All values: Mild to moderate renal impairment: Dose adjustment generally not required use with caution | Advanced renal disease: Not recommended no CrCl threshold given,,May further decrease renal function in some patients with impaired renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00125d63-d8d0-46c5-bdf1-80d2c85eda5a,draft,,,,,
levofloxacin:IV,Levofloxacin,IV,">= 50: Adult dosing: Usual dose 250–750 mg every 24 hours by infection
20-49: Usual 750 mg: 750 mg every 48 hours | Usual 500 mg: 500 mg once, then 250 mg every 24 hours | Usual 250 mg: No dosage adjustment every 24 hours
10-19: Usual 750 mg: 750 mg once, then 500 mg every 48 hours | Usual 500 mg: 500 mg once, then 250 mg every 48 hours | Usual 250 mg: 250 mg every 48 hours (uncomplicated UTI: no adjustment)
< 10: Hemodialysis or CAPD, usual 750 mg: 750 mg once, then 500 mg every 48 hours | Hemodialysis or CAPD, usual 500 mg: 500 mg once, then 250 mg every 48 hours | Hemodialysis or CAPD, usual 250 mg: No dosing information label gives none",,Choose the row matching the usual (normal renal function) regimen for the infection.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4d400bf9-988f-42ec-93f1-e71a93a324b2,draft,,,,,
olmesartan-medoxomil:ORAL,Olmesartan Medoxomil,ORAL,All values: Renal impairment: Impaired renal function with volume depletion: start under close supervision consider a lower starting dose,,"Applies to possible intravascular volume depletion (e.g. diuretics), particularly with impaired renal function.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04f0107b-4194-4412-9ebb-3219da5a9ac9,draft,,,,,
bumetanide:ORAL,Bumetanide,ORAL,All values: Renal impairment: Contraindicated in anuria; stop if BUN or creatinine rises markedly or oliguria develops in progressive renal disease no renal dose table in the label,,Can be used to induce diuresis in renal insufficiency.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=056be255-5880-48e9-b160-bd5b3d82c24a,draft,,,,,
bumetanide:IV,Bumetanide,IV,All values: Renal impairment: Contraindicated in anuria; stop if BUN or creatinine rises markedly or oliguria develops in progressive renal disease no renal dose table in the label,,Can be used to induce diuresis in renal insufficiency; parenteral use with other ototoxic drugs is riskier with impaired renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=084b34ad-36ba-43bd-a43a-1f4b4da26d8f,draft,,,,,
warfarin:ORAL,Warfarin,ORAL,All values: Renal impairment: No dosage adjustment necessary monitor INR more frequently,,Monitor INR more frequently with compromised renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cbcc99d-9107-4d39-a1e9-e19305de8b5d,draft,,,,,
mesalamine:ORAL,Mesalamine,ORAL,All values: Renal impairment: Assess renal function before and during treatment discontinue if renal function deteriorates,,Evaluate risks and benefits in known renal impairment or with nephrotoxic drugs.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00f77203-3615-47e8-ae25-6e1cf8a2a00a,draft,,,,,
sucralfate:ORAL,Sucralfate,ORAL,All values: Renal impairment: Chronic renal failure: use with caution label gives no specific dose change,,The label gives no specific dose change.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0206d7fa-a1d5-35d9-e063-6294a90a5eb3,draft,,,,,
phenylephrine:IV,Phenylephrine,IV,All values: Renal impairment: May increase the need for renal replacement therapy in septic shock monitor renal function,,The label gives no renal dose adjustment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71b8fb8a-e13a-246f-f7b4-aa912b9ccd54,draft,,,,,
triamterene-and-hydrochlorothiazide:ORAL,Triamterene and Hydrochlorothiazide,ORAL,"All values: Anuria, acute or chronic renal insufficiency, or significant renal impairment: Contraindicated hyperkalemia may be fatal | Mild renal impairment: Only with frequent, continuing monitoring serum potassium and renal function",,Hyperkalemia risk is accentuated by renal impairment; monitor serum potassium frequently.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02752dae-30b7-4726-b22b-985b330a2060,draft,,,,,
lovastatin:ORAL,Lovastatin,ORAL,">= 30: Adult dosing: Usual dose no renal adjustment stated for CrCl ≥ 30 mL/min
< 30: Severe renal insufficiency: Consider doses above 20 mg/day carefully; increase cautiously CrCl < 30 mL/min",,Renal insufficiency increases the risk of myopathy/rhabdomyolysis.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=027bd594-6a0a-4e6d-bd3c-4f33fdb4166a,draft,,,,,
acetazolamide:ORAL,Acetazolamide,ORAL,All values: Renal impairment: Marked kidney disease or dysfunction: contraindicated no renal dose table in the label,,The label gives no CrCl threshold for 'marked' kidney disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0700a910-79aa-4431-aecf-637fe14fcae8,draft,,,,,
acetazolamide:IV,Acetazolamide,IV,All values: Renal impairment: Marked kidney disease or dysfunction: contraindicated no renal dose table in the label,,The label gives no CrCl threshold for 'marked' kidney disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b9fb0dd-e42e-4f9b-bf24-98b268d877e5,draft,,,,,
penicillin:IV,Penicillin,IV,">= 10: Not uremic: Usual dose adjust generally only in severe renal impairment | Uremic, CrCl > 10 mL/min/1.73 m²: Full loading dose, then half the loading dose every 4–5 hours
< 10: CrCl < 10 mL/min/1.73 m²: Full loading dose, then half the loading dose every 8–10 hours",,Penicillin G potassium injection. Adjustments are generally needed only in severe renal impairment; further changes may be needed with hepatic disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1442486a-05d6-4dce-8b95-857a30f478c2,draft,,,,,
tobramycin:IV,Tobramycin,IV,"All values: Renal impairment: Impaired renal function: 1 mg/kg loading dose, then reduced doses every 8 hours or normal doses at longer intervals monitor serum tobramycin concentrations",,The label's dosing guides (by CrCl or serum creatinine) are for use when serum levels cannot be measured.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ed254eec-10f4-425a-895b-66e325b7bf69,draft,,,,,
colchicine:ORAL,Colchicine,ORAL,">= 30: Gout flare treatment: No dose adjustment monitor closely for adverse effects | Gout flare prophylaxis: No dose adjustment monitor closely for adverse effects
< 30: Gout flare treatment: Usual flare dose repeat course no more than once every 2 weeks | Gout flare prophylaxis: Start 0.3 mg/day increase only with close monitoring | Dialysis, flare treatment: Single 0.6 mg dose not repeated more than once every 2 weeks | Dialysis, prophylaxis: Start 0.3 mg twice a week, with close monitoring",,"Do not combine with P-gp or strong CYP3A4 inhibitors in patients with renal or hepatic impairment. Label bands: mild CrCl 50–80, moderate 30–50, severe < 30.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f69b9c6-8c00-45e2-b950-34dc5ae62352,draft,,,,,
midodrine:ORAL,Midodrine,ORAL,All values: Renal impairment: Abnormal renal function: start with 2.5 mg doses contraindicated in acute renal disease,,Desglymidodrine is renally excreted; not systematically studied in renal impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03b54024-2a26-4abe-bd8b-b66bb6781fa7,draft,,,,,
hyoscyamine:ORAL,Hyoscyamine,ORAL,All values: Renal impairment: Renal disease: use with caution label gives no specific dose change,,The label gives no specific dose change.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08ee0b24-a05b-451c-9d29-975570baed48,draft,,,,,
hyoscyamine:SC,Hyoscyamine,SC,All values: Renal impairment: Renal disease: use with caution label gives no specific dose change,,The label gives no specific dose change.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c0a1fef-c634-4ecf-9850-d188e6496b90,draft,,,,,
lithium-carbonate:ORAL,Lithium Carbonate,ORAL,">= 90: Adult dosing: Usual dose titrate to serum lithium concentrations
30-89: Mild to moderate renal impairment (CrCl 30–89): Start below the usual dosage; titrate slowly with frequent monitoring
< 30: Severe renal impairment: Avoid use CrCl < 30 mL/min",,Monitor kidney function during treatment (lithium-induced chronic kidney disease).,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01c4facd-ed79-4078-ba33-2044de372d0f,draft,,,,,
nabumetone:ORAL,Nabumetone,ORAL,">= 50: Adult dosing: Usual dose monitor renal function
30-49: Moderate renal impairment (CrCl 30–49): Dose adjustment may be warranted label gives no specific amount
< 30: Severe renal impairment: Advanced renal disease: not recommended if it must be used, closely monitor renal function",,Moderate impairment raises unbound 6MNA by 50%. The label gives no CrCl threshold for 'advanced' renal disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0186328f-3eb7-4407-bf9e-8007d08ebe7b,draft,,,,,
hydroxychloroquine:ORAL,Hydroxychloroquine,ORAL,All values: Renal impairment: Renal disease: a dose reduction may be necessary label gives no specific amount,,Discontinue if renal toxicity is suspected or shown.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04139607-f7c0-4fe1-a210-ffa5af347d56,draft,,,,,
mycophenolate-mofetil:IV,Mycophenolate Mofetil,IV,">= 25: Adult dosing: Usual dose no renal adjustment stated
< 25: Severe chronic graft impairment (GFR < 25 mL/min/1.73 m²): Do not exceed 1 g twice a day monitor carefully",,Applies to kidney transplant patients with severe chronic graft impairment; monitor carefully.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40,draft,,,,,
tranexamic-acid:IV,Tranexamic Acid,IV,All values: SCr 1.36–2.83 mg/dL (120–250 µmol/L): 10 mg/kg twice daily | SCr 2.83–5.66 mg/dL (250–500 µmol/L): 10 mg/kg daily | SCr > 5.66 mg/dL (> 500 µmol/L): 10 mg/kg every 48 hours or 5 mg/kg every 24 hours,,"This label doses by serum creatinine, not CrCl: pick the row for the patient's creatinine. Applies to all doses before and after tooth extraction.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00630e54-0e84-465d-96a5-63486c87dcd9,draft,,,,,
irbesartan:ORAL,Irbesartan,ORAL,All values: Renal impairment: Volume or salt depletion (e.g. hemodialysis): initial dose 75 mg once daily monitor renal function periodically,,Includes patients on hemodialysis. Monitor renal function periodically.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=029a90b6-0722-49be-8400-3ec29526aafd,draft,,,,,
tacrolimus:ORAL,Tacrolimus,ORAL,All values: Renal impairment: Pre-existing renal impairment (liver or heart transplant): dose at the lower end of the therapeutic range further reductions may be needed; guide by trough levels,,"In kidney transplant with post-operative oliguria, the first dose may be delayed until renal function recovers.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a557ca9-b1a1-cf8f-a317-e4d8d4d6e60f,draft,,,,,
tacrolimus:IV,Tacrolimus,IV,All values: Renal impairment: Pre-existing renal impairment (liver or heart transplant): dose at the lower end of the therapeutic range further reductions may be needed; guide by trough levels,,Continuous infusion only; switch to oral as soon as tolerated.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d502961-e9c0-4611-92bf-ce742a7b962c,draft,,,,,
telmisartan:ORAL,Telmisartan,ORAL,All values: Renal impairment: No initial dosage adjustment (including hemodialysis) monitor blood pressure on dialysis,,Patients on dialysis may develop orthostatic hypotension; monitor blood pressure closely.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09d31eee-cd22-4918-a889-3eb4d2969525,draft,,,,,
clarithromycin:ORAL,Clarithromycin,ORAL,"> 60: Adult dosing: Usual dose no renal adjustment
30-60: With atazanavir or ritonavir-containing regimen: Reduce the dosage by 50% usual interval | Without those drugs: No dosage adjustment usual interval
< 30: Without atazanavir or ritonavir: Reduce the dosage by 50% usual interval | With atazanavir or ritonavir-containing regimen: Reduce the dosage by 75% usual interval",,Reductions apply to the usual dose for the infection.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0be243c6-de02-45dd-8210-cab1bbc8dfa7,draft,,,,,
ezetimibe:ORAL,Ezetimibe,ORAL,All values: Renal impairment: No dosage adjustment necessary usual dose,,Ezetimibe alone; combination products have their own labels.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02b00cb2-7253-4fb4-a216-53691a929a28,draft,,,,,
voriconazole:IV,Voriconazole,IV,">= 50: Adult dosing: Usual IV dose no renal adjustment
< 50: Moderate to severe renal impairment: Avoid intravenous administration CrCl < 50 mL/min; consider oral voriconazole",,The IV vehicle accumulates in moderate to severe renal impairment; oral voriconazole needs no renal adjustment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=171272c7-d76e-4352-81bc-fcb40386d7d0,draft,,,,,
phenazopyridine:ORAL,Phenazopyridine,ORAL,All values: Renal impairment: Renal insufficiency: contraindicated no CrCl threshold given,,Yellowish skin or sclera may indicate accumulation from impaired renal excretion; stop therapy.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=132cc592-6b03-4b75-bf39-df476fb9dc81,draft,,,,,
desmopressin:ORAL,Desmopressin,ORAL,">= 50: CrCl ≥ 50 mL/min: Usual dose; use with caution in renal disorders hyponatremia risk
< 50: Moderate to severe renal impairment: Contraindicated CrCl below 50 mL/min",,Patients with renal disorders are prone to hyponatremia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0d447b48-3f4b-430e-9e68-d8b9401c002e,draft,,,,,
desmopressin:IV,Desmopressin,IV,">= 50: CrCl ≥ 50 mL/min: Usual dose; use with caution in renal disorders hyponatremia risk
< 50: Moderate to severe renal impairment: Contraindicated CrCl below 50 mL/min",,Patients with renal disorders are prone to hyponatremia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0d96944d-736d-4b56-b726-d21eacd8bc85,draft,,,,,
desmopressin:SC,Desmopressin,SC,">= 50: CrCl ≥ 50 mL/min: Usual dose; use with caution in renal disorders hyponatremia risk
< 50: Moderate to severe renal impairment: Contraindicated CrCl below 50 mL/min",,Patients with renal disorders are prone to hyponatremia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0d96944d-736d-4b56-b726-d21eacd8bc85,draft,,,,,
methotrexate:ORAL,Methotrexate,ORAL,">= 90: Adult dosing: Usual dose no renal adjustment stated
< 90: CrCl < 90 mL/min: Increased risk of adverse reactions: monitor closely label gives no specific dose reduction",,"Methotrexate elimination is reduced in renal impairment (CrCl < 90 mL/min, Cockcroft-Gault).",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a6afc4c-819d-4ba9-8040-4504519c116a,draft,,,,,
methotrexate:IV,Methotrexate,IV,">= 90: Adult dosing: Usual dose follow elimination-promoting measures
< 90: CrCl < 90 mL/min: Increased risk of adverse reactions: follow elimination-promoting measures monitor methotrexate levels and renal function",,Monitor serum creatinine at least daily with high-dose therapy; hydrate and alkalinize urine; adjust leucovorin to methotrexate levels.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3989d30d-56e5-4e8d-9379-c30fecc894f2,draft,,,,,
azacitidine:ORAL,Azacitidine,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e95e33f-8aba-4f19-b332-2416580d358b,unreviewed,,,,,
azithromycin:IV,Azithromycin,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Use caution in severe renal impairment; verify the selected azithromycin DailyMed label,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a22beb6-57e8-480d-97b5-44d9dbfabf93,unreviewed,,,,,
brincidofovir:ORAL,Brincidofovir,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0784838e-00bd-4b14-9b7e-653b7fbb7eea,unreviewed,,,,,
caspofungin:IV,Caspofungin,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08fb61ee-a05a-4ce1-934c-8cd26c5733db,unreviewed,,,,,
clindamycin:IV,Clindamycin,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Clindamycin is commonly used without renal adjustment; verify the selected DailyMed label,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7a6967b3-5563-4bed-9eee-d400f800e799,unreviewed,,,,,
docetaxel:IV,Docetaxel,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Docetaxel labeling does not provide a simple CrCl dose adjustment; hepatic function and regimen context drive dosing,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e0f06bd-d190-45da-be8b-062e8de01970,unreviewed,,,,,
docetaxel-anhydrous:IV,Docetaxel Anhydrous,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Docetaxel labeling does not provide a simple CrCl dose adjustment; hepatic function and regimen context drive dosing,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9fb533da-a7ba-4c2b-8e4f-8e336ba55d12,unreviewed,,,,,
doxycycline:IV,Doxycycline,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Doxycycline is commonly used without renal adjustment; verify the selected DailyMed label,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0faee97d-2707-48fe-a739-143cd1a1c4e3,unreviewed,,,,,
dutasteride:ORAL,Dutasteride,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=170f01fe-5048-413c-b4cd-8311e1a2728a,unreviewed,,,,,
elbasvir-and-grazoprevir:ORAL,Elbasvir and Grazoprevir,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=164dc02a-9180-426a-b8b5-04ab39d2bbd4,unreviewed,,,,,
esmolol:IV,Esmolol,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=017023a9-00f0-4284-861f-a3634d4fdb17,unreviewed,,,,,
finasteride:ORAL,Finasteride,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01b88593-99d3-4dd6-a7b6-5438c15bd7b7,unreviewed,,,,,
fluconazole:IV,Fluconazole,IV,"> 50: Adult dosing per DailyMed label: 100% of usual daily dose after loading dose after loading dose; then daily dose by indication
0-50: Adult dosing per DailyMed label: 50% of usual daily dose after loading dose after loading dose; then daily dose by indication",,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22ebc3fb-ee81-44bd-a6e3-5e759ee724a8,unreviewed,,,,,
granisetron:ORAL,Granisetron,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2758eb4d-2fe0-4f74-b3f5-b4903009e97c,unreviewed,,,,,
icatibant:SC,Icatibant,SC,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=402a20e0-d1e2-4a24-ae1d-f2ff6d8fa7b3,unreviewed,,,,,
lisinopril-and-hydrochlorothiazide:ORAL,Lisinopril and Hydrochlorothiazide,ORAL,"> 30: Adult dosing per DailyMed label: No renal dose adjustment Use the usual regimen. Monitor renal function and potassium as described in label warnings
0-30: Adult dosing per DailyMed label: Not recommended Loop diuretics are preferred to thiazides in severe renal impairment; the combination label does not recommend use",,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00f67e1a-6999-4295-9c9f-fcb1ce9711b8,unreviewed,,,,,
loperamide:ORAL,Loperamide,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03c907d5-87f8-47a6-9544-5a24f5272739,unreviewed,,,,,
moxifloxacin:IV,Moxifloxacin,IV,"All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult dosing by indication. Moxifloxacin label describes no meaningful renal pharmacokinetic change, including hemodialysis or CAPD; verify selected label",,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6067b2ee-2171-49bb-aa07-1d401ebf4f2e,unreviewed,,,,,
nateglinide:ORAL,Nateglinide,ORAL,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ccf9b07-3c21-482d-abeb-a06ceb482c7b,unreviewed,,,,,
olmesartan-medoxomil-amlodipine-hydrochlorothiazide:ORAL,Olmesartan Medoxomil / Amlodipine / Hydrochlorothiazide,ORAL,"> 30: Adult dosing per DailyMed label: No renal dose adjustment Dose once daily; titrate every 2 weeks up to 40/10/25 mg if appropriate. Dose selection should be individualized based on previous therapy
0-30: Adult dosing per DailyMed label: Avoid use Use an alternative antihypertensive plan; hydrochlorothiazide-containing label advises avoiding this renal band",,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=204592ba-a68f-452a-9987-1b33b7b6c4d5,unreviewed,,,,,
ondansetron:IV,Ondansetron,IV,All values: Adult dosing per DailyMed label: No renal dose adjustment Use usual adult schedule by indication,,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a44601b-c31c-4779-a688-28cc4cc75e8b,unreviewed,,,,,
plerixafor:SC,Plerixafor,SC,"> 50: Adult dosing per DailyMed label: No renal dose adjustment 0.24 mg/kg once daily before apheresis
0-50: Adult dosing per DailyMed label: 0.16 mg/kg once daily before apheresis; do not exceed label maximum",,Auto-extracted from the DailyMed label; not yet checked by a clinician. Check indication-specific dosing in the label.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30e0d15f-46dd-4a25-9936-34db421e4076,unreviewed,,,,,
